airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Economy,17.42,31,4714
Air_India,AI-883,Delhi,Night,one,Afternoon,Hyderabad,Economy,16.75,30,7103.91
Air India Express,IX-2746,Bengaluru,Morning,two_or_more,Evening,Delhi,Economy,10,38,29464.6
Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,Economy,22.25,19,6156.24768
Vistara,UK-951,Delhi,Afternoon,one,Night,Chennai,Business,8.75,16,64236.1896
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,7.08,8,12990.78
Indigo,6E-856,Kolkata,Evening,one,Late_Night,Delhi,Economy,5.67,33,5518.7
Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Business,12.42,11,60368.22
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Chennai,Economy,6.17,5,11434.5
SpiceJet,SG-8709,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.08,18,5020.29
Vistara,UK-875,Mumbai,Evening,one,Night,Delhi,Business,27.5,30,36770.679
GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.5,32,4970.1762
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.33,47,83693.28
Air_India,AI-439,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,27.83,31,3906.1
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Economy,14.75,45,7680.9348
Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Business,14.17,44,60193.5433
Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,Business,9.17,17,63680.364
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.33,38,5089
Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,Business,16.33,25,73601.7711
AirAsia,I5-740,Delhi,Early_Morning,one,Evening,Chennai,Economy,9.42,47,1978.02
Air_India,AI-721,Kolkata,Afternoon,one,Evening,Delhi,Business,26.58,24,34010.46
Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.42,18,5474.7
Air India,AI-642,Bengaluru,Night,two_or_more,Night,Goa,Economy,24.75,17,15305.4
Indigo,6E-6206,Mumbai,Afternoon,one,Evening,Chennai,Economy,7,45,1701
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,28.25,29,12208.9
Air_India,AI-809,Mumbai,Morning,one,Afternoon,Chennai,Economy,26.67,7,10121.1
Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Delhi,Economy,6.75,33,5252.126
Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.58,47,3716.46
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.58,46,7095
Indigo,6E-757,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.92,22,6977
Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Business,2.08,27,32432.7432
GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Delhi,Economy,7.5,15,5584.7
Air_India,AI-807,Delhi,Evening,one,Evening,Kolkata,Business,24.25,19,62514.045
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,20,57788.9235
Vistara,UK-823,Mumbai,Evening,zero,Evening,Chennai,Economy,2.08,49,2871
Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,Business,25.5,19,74513.373
Air_India,AI-543,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.5,39,2726.4204
Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,13.42,15,9207.25542
Air_India,AI-540,Delhi,Night,one,Morning,Hyderabad,Economy,13.25,39,3515.49
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Business,10.67,23,66822.03
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Economy,14.67,1,22241.4093
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,13.17,22,4487.967
Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Economy,13.92,33,6219.4
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.42,22,73041.65
Air_India,AI-491,Delhi,Morning,one,Afternoon,Bangalore,Business,24.83,45,36180.54
Air_India,AI-867,Mumbai,Night,one,Evening,Chennai,Economy,21.5,22,4372.83
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,14.5,4,77294.6064
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,27,5440.16
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,12,53963.217
Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,5,7191.03
Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,Business,12.08,32,47732.7213
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Economy,11.25,15,13200.61842
Air India,AI-6543,Delhi,Morning,two_or_more,Night,Mumbai,OperatedBy: Vistara,13.58,4,26150.157
Indigo,6E-6326,Bangalore,Morning,one,Night,Kolkata,Economy,8.92,38,4783.614
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14,29,62091.513
Air_India,AI-676,Kolkata,Morning,one,Evening,Delhi,Economy,8.58,12,14876.4
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Kolkata,Economy,9.5,38,2597.1
Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Economy,24.17,24,12232
Air_India,AI-651,Mumbai,Morning,one,Morning,Hyderabad,Economy,24.67,17,7968
Vistara,UK-944,Mumbai,Afternoon,one,Night,Hyderabad,Business,8.25,10,79953.17
Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,12,8984.25
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,5.92,39,5979.501
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.75,46,6195.2
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.5,45,4422
Indigo,6E-369,Delhi,Night,one,Early_Morning,Bangalore,Economy,10,9,28931.1
Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,37,5919.32
Air_India,AI-672,Chennai,Afternoon,one,Night,Bangalore,Economy,31.58,35,8277
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,14.42,36,55288.53
Indigo,6E-2005,Delhi,Morning,one,Evening,Chennai,Economy,8,37,4554.99
Air_India,AI-748,Bangalore,Late_Night,one,Night,Hyderabad,Economy,18.58,22,4855.95
Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,12.67,44,50831.55
Air_India,AI-564,Bangalore,Morning,one,Evening,Delhi,Economy,8,47,4267.791
AirAsia,I5-471,Mumbai,Night,one,Morning,Bangalore,Economy,9.08,21,2281.4
Indigo,6E-354,Mumbai,Afternoon,zero,Afternoon,Hyderabad,Economy,1.33,20,2901
Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,37,2786.91435
Indigo,6.00E-179,Mumbai,Morning,one,Afternoon,Hyderabad,Economy,4.25,11,13766
Indigo,6E-6278,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.83,32,4542.34
Air_India,AI-569,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,29.83,28,5727.7
GO_FIRST,G8-283,Bangalore,Early_Morning,two_or_more,Afternoon,Mumbai,Economy,6.75,21,6201.5283
Vistara,UK-659,Hyderabad,Morning,one,Evening,Delhi,Economy,5.5,46,6110.72748
Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,7,65872.521
AirAsia,I5-1543,Hyderabad,Afternoon,one,Night,Delhi,Economy,7.92,36,2668.9212
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Chennai,Business,15.33,9,63908.25782
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.25,12,122669.9699
Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,29,3713.49
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,15,5102
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,42,5440.16
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,24.92,37,6082
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,13.67,48,6014.91
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Business,25.33,6,95941.0089
Vistara,UK-832,Chennai,Early_Morning,two_or_more,Night,Mumbai,Economy,15.08,15,16515.048
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,15.25,8,63267.27
GO_FIRST,G8-351,Mumbai,Morning,one,Night,Delhi,Economy,13.5,5,6536.2
SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,3,8065.86
AirAsia,I5-792,Delhi,Afternoon,one,Night,Chennai,Economy,9.17,31,5101.47
Indigo,6E-5372,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.33,24,2105.1
GO_FIRST,G8-294,Bangalore,Evening,one,Late_Night,Delhi,Economy,4.92,47,3614.391
Vistara,UK-827,Mumbai,Night,one,Morning,Delhi,Business,12.75,21,61538.5188
Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Chennai,Business,15.17,4,77625.1179
Indigo,6.00E-161,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.17,40,10570.802
Air_India,AI-672,Chennai,Afternoon,one,Morning,Delhi,Economy,19.33,35,4307.6
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,16.33,32,6035.4558
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,14,7924.774
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Chennai,Economy,14.67,20,5924.16
AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,30,4516.083
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.92,49,73066.576
Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Economy,37.92,25,6616.5
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,14,6532.9
GO_FIRST,G8-789,Kolkata,Morning,one,Night,Mumbai,Economy,14.75,43,5451.93
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.33,41,4825.48
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Business,16.92,2,53270.1
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,25,7083.582
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,17.5,29,65029.03
Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,43,20477.16
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10,7,12202.245
GO_FIRST,G8-102,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.58,30,3599.1
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Economy,11.67,49,5271.97
Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Business,5.5,40,85621.15364
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.67,42,8075.177
Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Business,22.92,47,51789.375
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,13.58,48,74977.7589
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.17,29,67786.7652
Vistara,UK-859,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,21,4061.97
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,9.92,8,8381.22714
Air_India,AI-507,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,25.5,24,4224.594
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.67,11,18045.76455
Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,10,19805.28
Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,15.42,11,8007.12
Air_India,AI-9741,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.75,28,5602.3
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,15.83,36,7739.6319
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.83,6,9495.7533
Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Economy,22.92,21,8075.177
Air_India,AI-615,Mumbai,Early_Morning,one,Night,Delhi,Business,17.25,26,40689.99
Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,23,3207.71
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.33,2,19644.471
Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Business,11.33,22,57316.64004
SpiceJet,SG-8169,Delhi,Evening,one,Night,Chennai,Economy,25.58,21,3360.69
Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,48,5440.16
,,,,,,,,,,
Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,36,4171.959
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,12.08,18,96876.04172
Air_India,AI-768,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,8.67,10,14364
GO_FIRST,G8-241,Bangalore,Evening,one,Late_Night,Chennai,Economy,8,28,2972.376
Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Economy,20.58,39,8029.89
SpiceJet,SG-8152,Mumbai,Early_Morning,one,Night,Kolkata,Economy,13.17,49,6747.4
Vistara,UK-838,Chennai,Night,one,Night,Bangalore,Economy,25.58,4,12194.82
Indigo,6E-404,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,49,4398.9
Indigo,6E-796,Chennai,Night,one,Early_Morning,Kolkata,Economy,6.67,45,5730.56
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Chennai,Economy,16.5,31,4858.7
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Business,14.75,46,106204.1076
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,11.67,28,68476.32
GO_FIRST,G8-626,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.67,32,3926
GO_FIRST,G8-2506,Mumbai,Evening,one,Night,Delhi,Economy,5.5,46,4900.5
Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,10.75,35,61358.82049
AirAsia,I5-768,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10,27,3399
Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Business,12.5,39,88831.71
Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,24.5,21,5159.682
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,9.92,12,101970.572
Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.17,9,17064.96396
Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10,30,6458.1
Vistara,UK-778,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,28.58,43,6336
Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,44,6887.56563
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.5,8,56818.575
Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.17,31,67006.17
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,10,64835.793
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,12.42,40,13439.107
AirAsia,I5-992,Bangalore,Night,one,Morning,Delhi,Economy,10.92,38,3261.8817
Air_India,AI-507,Hyderabad,Morning,one,Evening,Mumbai,Business,8.75,17,66649.66794
Vistara,UK-841,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.33,49,9941.36
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,12.25,13,13262.81
Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Economy,7.92,45,5456
Air_India,AI-765,Kolkata,Night,one,Night,Delhi,Business,26.42,38,52358.031
Vistara,UK-845,Mumbai,Early_Morning,one,Night,Delhi,Economy,14.5,39,7407.62
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,38,3676.2
Indigo,6E-5344,Bangalore,Night,zero,Late_Night,Mumbai,Economy,1.92,21,2372.92011
Vistara,UK-857,Mumbai,Night,one,Morning,Hyderabad,Economy,12.08,20,4034.14
Air_India,AI-9875,Hyderabad,Morning,one,Night,Delhi,Economy,9.58,13,14767.7112
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.83,28,6836.5
AirAsia,I5-1518,Hyderabad,Evening,one,Morning,Delhi,Economy,13.17,43,6168.2533
Indigo,6E-524,Bangalore,Morning,one,Evening,Kolkata,Economy,7.92,8,11022.561
Vistara,UK-894,Hyderabad,Evening,two_or_more,Morning,Kolkata,Economy,14.08,36,15191.94083
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.17,12,37236.056
Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42,17,4294.8
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,10.17,15,15013.68
Air_India,AI-543,Hyderabad,Morning,one,Night,Chennai,Economy,12.25,42,3391.2351
Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,15.75,1,84045.753
Air_India,AI-505,Bangalore,Morning,one,Night,Chennai,Business,13.17,30,48431.5524
GO_FIRST,G8-805,Bangalore,Morning,one,Night,Kolkata,Economy,13.92,22,5637.753
Indigo,6E-978,Bangalore,Evening,one,Night,Kolkata,Economy,5.08,27,7500.185
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Bangalore,Economy,5.75,28,4422
Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,Economy,22.83,23,6205.1
Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,22.42,15,51764.13
Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Economy,25.75,26,5261.08
SpiceJet,SG-406,Kolkata,Night,one,Early_Morning,Mumbai,Economy,10.75,11,10592.098
Air_India,AI-505,Bangalore,Morning,one,Evening,Chennai,Economy,8.58,10,19331.444
Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Economy,26.58,6,18516.03347
Vistara,UK-898,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.17,5,6519.6373
Indigo,6.00E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.08,45,4838.79
Vistara,UK-832,Chennai,Early_Morning,zero,Morning,Delhi,Business,2.83,42,30265.488
Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Business,18.17,49,67409.4267
Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,31,44151.723
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,9.92,3,81227.68236
Indigo,6E-6182,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,28,2572.9
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Business,11.67,17,95924.2383
Vistara,UK-910,Mumbai,Evening,one,Evening,Chennai,Business,22.75,25,51190.623
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,12.58,49,94776.74194
Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,24,3959.01
Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,23,9389.1402
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,26,7791.9402
Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,31,7016.1003
Indigo,6E-6505,Hyderabad,Night,zero,Night,Bangalore,Economy,1.25,38,2600.2416
Indigo,6E-605,Chennai,Afternoon,one,Evening,Hyderabad,Economy,4.75,10,4202
Vistara,UK-841,Mumbai,Morning,one,Evening,Delhi,Economy,5.67,40,24386.67
Vistara,UK-738,Kolkata,Evening,one,Morning,Hyderabad,Economy,14.92,17,6318
Indigo,6E-5366,Mumbai,Morning,one,Afternoon,Chennai,Economy,6.42,13,8847.3
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,33,7737.95
Vistara,UK-813,Delhi,Evening,two_or_more,Morning,Chennai,Economy,18.25,3,29717.237
Vistara,UK-940,Mumbai,Evening,one,Morning,Hyderabad,Business,13.92,39,59761.35
Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,20,33378.2856
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Business,12.92,41,71313.3828
Indigo,6E-528,Bangalore,Evening,one,Night,Delhi,Economy,5.42,11,9619.236
Indigo,6E-6366,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,4.17,35,8832.9153
Air_India,AI-537,Delhi,Evening,zero,Evening,Chennai,Economy,2.75,26,2835.03
Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,7,10708.5
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.58,6,7878.42
Vistara,UK-890,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,18.92,16,8813.515975
Air_India,AI-633,Mumbai,Early_Morning,two_or_more,Morning,Hyderabad,Economy,28.75,24,6277
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,25,5515.4
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,Economy,12.75,39,6336
GO_FIRST,G8-7548,Bangalore,Evening,zero,Night,Mumbai,Economy,1.67,15,7579.6457
Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,12.58,32,48810.6
AirAsia,I5-1426,Bangalore,Afternoon,two_or_more,Late_Night,Delhi,Economy,12.33,37,3624.313
GO_FIRST,G8-302,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.17,18,4344.3
SpiceJet,SG-3440,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.92,26,6506.5
Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Business,2.75,35,43382.30787
Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,Business,1.42,43,20815.15494
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Business,13,41,82620.46751
Vistara,UK-977,Delhi,Evening,one,Evening,Chennai,Business,24.92,13,88185.6712
Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,Business,2.08,27,28627.4142
,,,,,,,,,,
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,11.42,6,13367.19186
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14,37,13733.258
Vistara,UK-774,Kolkata,Night,one,Night,Hyderabad,Economy,24.33,35,6133.32
GO_FIRST,G8-7560,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.17,26,7005.9
Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,13.42,30,10133.32892
Air_India,AI-809,Mumbai,Morning,one,Evening,Chennai,Economy,9,19,4858.7
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Business,20.17,21,70112.96721
Air_India,AI-424,Kolkata,Afternoon,two_or_more,Evening,Mumbai,Economy,26.92,6,12478.95
AirAsia,I5-552,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.08,3,22765
GO_FIRST,G8-125,Kolkata,Night,one,Early_Morning,Bangalore,Economy,7.33,43,3533.4
Air_India,AI-430,Chennai,Morning,one,Afternoon,Kolkata,Business,28.58,6,54823.23
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.33,8,92692.05
Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,3,10256.0205
Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,Economy,17.58,31,5669.334
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,33.42,37,8848.62
Indigo,6E-881,Chennai,Afternoon,one,Night,Bangalore,Economy,6.75,14,6302
Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,3,11935
Vistara,UK-653,Mumbai,Early_Morning,one,Night,Bangalore,Economy,17.33,41,9753.7
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Business,7.25,9,58196.16
Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.08,22,53108.55
GO_FIRST,G8-7547,Bangalore,Morning,one,Night,Kolkata,Economy,13.58,23,6890.587
Vistara,UK-975,Delhi,Early_Morning,one,Morning,Chennai,Economy,6.08,32,6785.438
SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,29,5179.284
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,4,15150.773
Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,30,3234.33
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,10,39,5361.268
Vistara,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,Business,13.83,32,60966.455
GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Bangalore,Economy,10.25,21,6109
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,5,10145.52
Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,20,53553.753
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Business,13.17,27,55222.93844
Air_India,AI-512,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,9,13365
SpiceJet,SG-612,Chennai,Night,one,Night,Delhi,Economy,25.92,15,5955.12
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,9.75,33,8894.71
Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Business,3.08,28,27514.08
Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,24.33,5,51764.13
Indigo,6.00E-271,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,5.75,49,3860
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.83,30,79262.21596
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,6.67,30,72056.55996
Air_India,AI-770,Kolkata,Night,one,Afternoon,Chennai,Economy,16.17,20,6166.71
Air_India,AI-423,Delhi,Early_Morning,one,Evening,Chennai,Business,14.83,32,63431.467
Air_India,AI-9645,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,15,6770.709
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,19.33,35,6987.446532
Air_India,AI-573,Bangalore,Afternoon,one,Night,Hyderabad,Business,8.42,6,48386.448
GO_FIRST,G8-403,Bangalore,Early_Morning,one,Morning,Delhi,Economy,4.58,49,8925.686
Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Business,15.08,39,41674.8321
Air_India,AI-660,Mumbai,Evening,one,Evening,Hyderabad,Economy,25.33,4,7584
Vistara,UK-772,Kolkata,Morning,two_or_more,Afternoon,Hyderabad,Economy,25.83,22,6814.8
Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.25,14,7599.9
Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,11,40653.36
Air_India,AI-516,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.42,28,4224.594
Indigo,6E-345,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.58,19,5070
